hs_contact_id,sf_lead_id,match_confidence
HS-004529,LEAD-004529,high
HS-004530,LEAD-004530,high
HS-004531,LEAD-004531,high
HS-004532,LEAD-004532,high
HS-004533,LEAD-004533,high
HS-004534,LEAD-004534,high
HS-004535,LEAD-004535,high
HS-004536,LEAD-004536,high
HS-004537,LEAD-004537,high
HS-004538,LEAD-004538,high
HS-004539,LEAD-004539,high
HS-004540,LEAD-004540,high
HS-004541,LEAD-004541,high
HS-004542,LEAD-004542,high
HS-004543,LEAD-004543,high
HS-004544,LEAD-004544,high
HS-004545,LEAD-004545,high
HS-004546,LEAD-004546,high
HS-004547,LEAD-004547,high
HS-004548,LEAD-004548,high
HS-004549,LEAD-004549,high
HS-004550,LEAD-004550,high
HS-004551,LEAD-004551,high
HS-004552,LEAD-004552,high
HS-004553,LEAD-004553,high
HS-004554,LEAD-004554,high
HS-004555,LEAD-004555,high
HS-004556,LEAD-004556,high
HS-004557,LEAD-004557,high
HS-004558,LEAD-004558,high
HS-004559,LEAD-004559,high
HS-004560,LEAD-004560,high
HS-004561,LEAD-004561,high
HS-004562,LEAD-004562,high
HS-004563,LEAD-004563,high
HS-004564,LEAD-004564,high
HS-004565,LEAD-004565,high
HS-004566,LEAD-004566,high
HS-004567,LEAD-004567,high
HS-004568,LEAD-004568,high
HS-004569,LEAD-004569,high
HS-004570,LEAD-004570,high
HS-004571,LEAD-004571,high
HS-004572,LEAD-004572,high
HS-004573,,low
HS-004574,LEAD-004574,high
HS-004575,LEAD-004575,high
HS-004576,LEAD-004576,high
HS-004577,LEAD-004577,high
HS-004578,LEAD-004578,high
HS-004579,LEAD-004579,high
HS-004580,LEAD-004580,high
HS-004581,LEAD-004581,high
HS-004582,LEAD-004582,high
HS-004583,LEAD-004583,high
HS-004584,LEAD-004584,high
HS-004585,LEAD-004585,high
HS-004586,LEAD-004586,high
HS-004587,LEAD-004587,high
HS-004588,LEAD-004588,high
HS-004589,LEAD-004589,high
HS-004590,LEAD-004590,high
HS-004591,LEAD-004591,high
HS-004592,LEAD-004592,high
HS-004593,,low
HS-004594,LEAD-004594,high
HS-004595,LEAD-004595,high
HS-004596,LEAD-004596,high
HS-004597,LEAD-004597,high
HS-004598,LEAD-004598,high
HS-004599,LEAD-004599,high
HS-004600,LEAD-004600,high
HS-004601,LEAD-004601,high
HS-004602,LEAD-004602,high
HS-004603,LEAD-004603,high
HS-004604,LEAD-004604,high
HS-004605,LEAD-004605,high
HS-004606,LEAD-004606,high
HS-004607,LEAD-004607,high
HS-004608,,low
HS-004609,,low
HS-004610,LEAD-004610,high
HS-004611,LEAD-004611,high
HS-004612,LEAD-004612,high
HS-004613,LEAD-004613,high
HS-004614,LEAD-004614,high
HS-004615,LEAD-004615,high
HS-004616,LEAD-004616,high
HS-004617,LEAD-004617,high
HS-004618,LEAD-004618,high
HS-004619,LEAD-004619,high
HS-004620,LEAD-004620,high
HS-004621,LEAD-004621,high
HS-004622,LEAD-004622,high
HS-004623,LEAD-004623,high
HS-004624,LEAD-004624,high
HS-004625,LEAD-004625,high
HS-004626,,low
HS-004627,LEAD-004627,high
HS-004628,LEAD-004628,high
HS-004629,LEAD-004629,high
HS-004630,LEAD-004630,high
HS-004631,LEAD-004631,high
HS-004632,LEAD-004632,high
HS-004633,LEAD-004633,high
HS-004634,LEAD-004634,high
HS-004635,LEAD-004635,high
HS-004636,LEAD-004636,high
HS-004637,LEAD-004637,high
HS-004638,LEAD-004638,high
HS-004639,LEAD-004639,high
HS-004640,LEAD-004640,high
HS-004641,LEAD-004641,high
HS-004642,LEAD-004642,high
HS-004643,LEAD-004643,high
HS-004644,LEAD-004644,high
HS-004645,LEAD-004645,high
HS-004646,LEAD-004646,high
HS-004647,LEAD-004647,high
HS-004648,LEAD-004648,high
HS-004649,LEAD-004649,high
HS-004650,LEAD-004650,high
HS-004651,LEAD-004651,high
HS-004652,LEAD-004652,high
HS-004653,LEAD-004653,high
HS-004654,LEAD-004654,high
HS-004655,,low
HS-004656,,low
HS-004657,,low
HS-004658,LEAD-004658,high
HS-004659,LEAD-004659,high
HS-004660,LEAD-004660,high
HS-004661,LEAD-004661,high
HS-004662,LEAD-004662,high
HS-004663,LEAD-004663,high
HS-004664,LEAD-004664,high
HS-004665,LEAD-004665,high
HS-004666,LEAD-004666,high
HS-004667,LEAD-004667,high
HS-004668,LEAD-004668,high
HS-004669,LEAD-004669,high
HS-004670,LEAD-004670,high
HS-004671,LEAD-004671,high
HS-004672,LEAD-004672,high
HS-004673,LEAD-004673,high
HS-004674,LEAD-004674,high
HS-004675,LEAD-004675,high
HS-004676,LEAD-004676,high
HS-004677,LEAD-004677,high
HS-004678,LEAD-004678,high
HS-004679,LEAD-004679,high
HS-004680,LEAD-004680,high
HS-004681,LEAD-004681,high
HS-004682,LEAD-004682,high
HS-004683,LEAD-004683,high
HS-004684,LEAD-004684,high
HS-004685,,low
HS-004686,LEAD-004686,high
HS-004687,LEAD-004687,high
HS-004688,LEAD-004688,high
HS-004689,LEAD-004689,high
HS-004690,LEAD-004690,high
HS-004691,LEAD-004691,high
HS-004692,LEAD-004692,high
HS-004693,LEAD-004693,high
HS-004694,LEAD-004694,high
HS-004695,LEAD-004695,high
HS-004696,LEAD-004696,high
HS-004697,LEAD-004697,high
HS-004698,,low
HS-004699,LEAD-004699,high
HS-004700,LEAD-004700,high
HS-004701,LEAD-004701,high
HS-004702,LEAD-004702,high
HS-004703,LEAD-004703,high
HS-004704,,low
HS-004705,LEAD-004705,high
HS-004706,LEAD-004706,high
HS-004707,LEAD-004707,high
HS-004708,LEAD-004708,high
HS-004709,,low
HS-004710,LEAD-004710,high
HS-004711,LEAD-004711,high
HS-004712,LEAD-004712,high
HS-004713,LEAD-004713,high
HS-004714,LEAD-004714,high
HS-004715,LEAD-004715,high
HS-004716,LEAD-004716,high
HS-004717,LEAD-004717,high
HS-004718,LEAD-004718,high
HS-004719,LEAD-004719,high
HS-004720,LEAD-004720,high
HS-004721,,low
HS-004722,LEAD-004722,high
HS-004723,LEAD-004723,high
HS-004724,LEAD-004724,high
HS-004725,LEAD-004725,high
HS-004726,LEAD-004726,high
HS-004727,LEAD-004727,high
HS-004728,LEAD-004728,high
HS-004729,LEAD-004729,high
HS-004730,LEAD-004730,high
HS-004731,LEAD-004731,high
HS-004732,LEAD-004732,high
HS-004733,LEAD-004733,high
HS-004734,LEAD-004734,high
HS-004735,LEAD-004735,high
HS-004736,LEAD-004736,high
HS-004737,LEAD-004737,high
HS-004738,LEAD-004738,high
HS-004739,LEAD-004739,high
HS-004740,LEAD-004740,high
HS-004741,LEAD-004741,high
HS-004742,LEAD-004742,high
HS-004743,LEAD-004743,high
HS-004744,LEAD-004744,high
HS-004745,LEAD-004745,high
HS-004746,LEAD-004746,high
HS-004747,LEAD-004747,high
HS-004748,LEAD-004748,high
HS-004749,LEAD-004749,high
HS-004750,LEAD-004750,high
HS-004751,LEAD-004751,high
HS-004752,LEAD-004752,high
HS-004753,LEAD-004753,high
HS-004754,LEAD-004754,high
HS-004755,LEAD-004755,high
HS-004756,LEAD-004756,high
HS-004757,LEAD-004757,high
HS-004758,LEAD-004758,high
HS-004759,LEAD-004759,high
HS-004760,LEAD-004760,high
HS-004761,LEAD-004761,high
HS-004762,LEAD-004762,high
HS-004763,LEAD-004763,high
HS-004764,LEAD-004764,high
HS-004765,LEAD-004765,high
HS-004766,LEAD-004766,high
HS-004767,LEAD-004767,high
HS-004768,LEAD-004768,high
HS-004769,LEAD-004769,high
HS-004770,LEAD-004770,high
HS-004771,LEAD-004771,high
HS-004772,LEAD-004772,high
HS-004773,LEAD-004773,high
HS-004774,LEAD-004774,high
HS-004775,LEAD-004775,high
HS-004776,LEAD-004776,high
HS-004777,LEAD-004777,high
HS-004778,LEAD-004778,high
HS-004779,LEAD-004779,high
HS-004780,LEAD-004780,high
HS-004781,LEAD-004781,high
HS-004782,LEAD-004782,high
HS-004783,LEAD-004783,high
HS-004784,LEAD-004784,high
HS-004785,LEAD-004785,high
HS-004786,LEAD-004786,high
HS-004787,LEAD-004787,high
HS-004788,LEAD-004788,high
HS-004789,LEAD-004789,high
HS-004790,LEAD-004790,high
HS-004791,LEAD-004791,high
HS-004792,LEAD-004792,high
HS-004793,LEAD-004793,high
HS-004794,LEAD-004794,high
HS-004795,LEAD-004795,high
HS-004796,LEAD-004796,high
HS-004797,,low
HS-004798,LEAD-004798,high
HS-004799,LEAD-004799,high
HS-004800,LEAD-004800,high
HS-004801,LEAD-004801,high
HS-004802,,low
HS-004803,LEAD-004803,high
HS-004804,LEAD-004804,high
HS-004805,LEAD-004805,high
HS-004806,LEAD-004806,high
HS-004807,LEAD-004807,high
HS-004808,,low
HS-004809,LEAD-004809,high
HS-004810,LEAD-004810,high
HS-004811,LEAD-004811,high
HS-004812,LEAD-004812,high
HS-004813,LEAD-004813,high
HS-004814,LEAD-004814,high
HS-004815,LEAD-004815,high
HS-004816,LEAD-004816,high
HS-004817,LEAD-004817,high
HS-004818,LEAD-004818,high
HS-004819,LEAD-004819,high
HS-004820,LEAD-004820,high
HS-004821,LEAD-004821,high
HS-004822,LEAD-004822,high
HS-004823,LEAD-004823,high
HS-004824,LEAD-004824,high
HS-004825,LEAD-004825,high
HS-004826,LEAD-004826,high
HS-004827,LEAD-004827,high
HS-004828,LEAD-004828,high
HS-004829,LEAD-004829,high
HS-004830,LEAD-004830,high
HS-004831,LEAD-004831,high
HS-004832,LEAD-004832,high
HS-004833,LEAD-004833,high
HS-004834,LEAD-004834,high
HS-004835,LEAD-004835,high
HS-004836,LEAD-004836,high
HS-004837,LEAD-004837,high
HS-004838,LEAD-004838,high
HS-004839,,low
HS-004840,LEAD-004840,high
HS-004841,LEAD-004841,high
HS-004842,LEAD-004842,high
HS-004843,,low
HS-004844,,low
HS-004845,LEAD-004845,high
HS-004846,LEAD-004846,high
HS-004847,,low
HS-004848,LEAD-004848,high
HS-004849,LEAD-004849,high
HS-004850,LEAD-004850,high
HS-004851,LEAD-004851,high
HS-004852,LEAD-004852,high
HS-004853,LEAD-004853,high
HS-004854,LEAD-004854,high
HS-004855,LEAD-004855,high
HS-004856,LEAD-004856,high
HS-004857,LEAD-004857,high
HS-004858,LEAD-004858,high
HS-004859,LEAD-004859,high
HS-004860,LEAD-004860,high
HS-004861,LEAD-004861,high
HS-004862,LEAD-004862,high
HS-004863,LEAD-004863,high
HS-004864,LEAD-004864,high
HS-004865,LEAD-004865,high
HS-004866,LEAD-004866,high
HS-004867,LEAD-004867,high
HS-004868,LEAD-004868,high
HS-004869,LEAD-004869,high
HS-004870,LEAD-004870,high
HS-004871,LEAD-004871,high
HS-004872,LEAD-004872,high
HS-004873,LEAD-004873,high
HS-004874,LEAD-004874,high
HS-004875,LEAD-004875,high
HS-004876,,low
HS-004877,LEAD-004877,high
HS-004878,LEAD-004878,high
HS-004879,LEAD-004879,high
HS-004880,LEAD-004880,high
HS-004881,LEAD-004881,high
HS-004882,LEAD-004882,high
HS-004883,LEAD-004883,high
HS-004884,LEAD-004884,high
HS-004885,LEAD-004885,high
HS-004886,LEAD-004886,high
HS-004887,LEAD-004887,high
HS-004888,LEAD-004888,high
HS-004889,LEAD-004889,high
HS-004890,LEAD-004890,high
HS-004891,LEAD-004891,high
HS-004892,LEAD-004892,high
HS-004893,LEAD-004893,high
HS-004894,LEAD-004894,high
HS-004895,LEAD-004895,high
HS-004896,LEAD-004896,high
HS-004897,LEAD-004897,high
HS-004898,LEAD-004898,high
HS-004899,LEAD-004899,high
HS-004900,LEAD-004900,high
HS-004901,LEAD-004901,high
HS-004902,LEAD-004902,high
HS-004903,LEAD-004903,high
HS-004904,LEAD-004904,high
HS-004905,LEAD-004905,high
HS-004906,LEAD-004906,high
HS-004907,LEAD-004907,high
HS-004908,LEAD-004908,high
HS-004909,LEAD-004909,high
HS-004910,LEAD-004910,high
HS-004911,LEAD-004911,high
HS-004912,LEAD-004912,high
HS-004913,LEAD-004913,high
HS-004914,LEAD-004914,high
HS-004915,,low
HS-004916,LEAD-004916,high
HS-004917,LEAD-004917,high
HS-004918,LEAD-004918,high
HS-004919,LEAD-004919,high
HS-004920,LEAD-004920,high
HS-004921,LEAD-004921,high
HS-004922,LEAD-004922,high
HS-004923,,low
HS-004924,LEAD-004924,high
HS-004925,LEAD-004925,high
HS-004926,LEAD-004926,high
HS-004927,LEAD-004927,high
HS-004928,LEAD-004928,high
HS-004929,LEAD-004929,high
HS-004930,LEAD-004930,high
HS-004931,LEAD-004931,high
HS-004932,,low
HS-004933,LEAD-004933,high
HS-004934,LEAD-004934,high
HS-004935,LEAD-004935,high
HS-004936,LEAD-004936,high
HS-004937,LEAD-004937,high
HS-004938,LEAD-004938,high
HS-004939,LEAD-004939,high
HS-004940,,low
HS-004941,LEAD-004941,high
HS-004942,LEAD-004942,high
HS-004943,LEAD-004943,high
HS-004944,LEAD-004944,high
HS-004945,LEAD-004945,high
HS-004946,LEAD-004946,high
HS-004947,LEAD-004947,high
HS-004948,LEAD-004948,high
HS-004949,LEAD-004949,high
HS-004950,LEAD-004950,high
HS-004951,LEAD-004951,high
HS-004952,LEAD-004952,high
HS-004953,LEAD-004953,high
HS-004954,LEAD-004954,high
HS-004955,LEAD-004955,high
HS-004956,LEAD-004956,high
HS-004957,LEAD-004957,high
HS-004958,LEAD-004958,high
HS-004959,LEAD-004959,high
HS-004960,LEAD-004960,high
HS-004961,LEAD-004961,high
HS-004962,LEAD-004962,high
HS-004963,LEAD-004963,high
HS-004964,LEAD-004964,high
HS-004965,LEAD-004965,high
HS-004966,LEAD-004966,high
HS-004967,,low
HS-004968,LEAD-004968,high
HS-004969,,low
HS-004970,LEAD-004970,high
HS-004971,LEAD-004971,high
HS-004972,LEAD-004972,high
HS-004973,LEAD-004973,high
HS-004974,LEAD-004974,high
HS-004975,LEAD-004975,high
HS-004976,LEAD-004976,high
HS-004977,LEAD-004977,high
HS-004978,LEAD-004978,high
HS-004979,LEAD-004979,high
HS-004980,,low
HS-004981,LEAD-004981,high
HS-004982,,low
HS-004983,LEAD-004983,high
HS-004984,LEAD-004984,high
HS-004985,LEAD-004985,high
HS-004986,LEAD-004986,high
HS-004987,LEAD-004987,high
HS-004988,LEAD-004988,high
HS-004989,LEAD-004989,high
HS-004990,LEAD-004990,high
HS-004991,LEAD-004991,high
HS-004992,LEAD-004992,high
HS-004993,LEAD-004993,high
HS-004994,LEAD-004994,high
HS-004995,LEAD-004995,high
HS-004996,LEAD-004996,high
HS-004997,LEAD-004997,high
HS-004998,LEAD-004998,high
HS-004999,LEAD-004999,high
HS-005000,LEAD-005000,high
HS-005001,LEAD-005001,high
HS-005002,LEAD-005002,high
HS-005003,LEAD-005003,high
HS-005004,,low
HS-005005,LEAD-005005,high
HS-005006,,low
HS-005007,LEAD-005007,high
HS-005008,LEAD-005008,high
HS-005009,LEAD-005009,high
HS-005010,LEAD-005010,high
HS-005011,LEAD-005011,high
HS-005012,,low
HS-005013,LEAD-005013,high
HS-005014,LEAD-005014,high
HS-005015,LEAD-005015,high
HS-005016,LEAD-005016,high
HS-005017,LEAD-005017,high
HS-005018,LEAD-005018,high
HS-005019,LEAD-005019,high
HS-005020,LEAD-005020,high
HS-005021,LEAD-005021,high
HS-005022,LEAD-005022,high
HS-005023,LEAD-005023,high
HS-005024,LEAD-005024,high
HS-005025,LEAD-005025,high
HS-005026,LEAD-005026,high
HS-005027,LEAD-005027,high
HS-005028,LEAD-005028,high
HS-005029,LEAD-005029,high
HS-005030,LEAD-005030,high
HS-005031,LEAD-005031,high
HS-005032,LEAD-005032,high
HS-005033,LEAD-005033,high
HS-005034,LEAD-005034,high
HS-005035,LEAD-005035,high
HS-005036,LEAD-005036,high
HS-005037,,low
HS-005038,LEAD-005038,high
HS-005039,LEAD-005039,high
HS-005040,LEAD-005040,high
HS-005041,LEAD-005041,high
HS-005042,LEAD-005042,high
HS-005043,LEAD-005043,high
HS-005044,LEAD-005044,high
HS-005045,LEAD-005045,high
HS-005046,LEAD-005046,high
HS-005047,LEAD-005047,high
HS-005048,LEAD-005048,high
HS-005049,LEAD-005049,high
HS-005050,LEAD-005050,high
HS-005051,LEAD-005051,high
HS-005052,LEAD-005052,high
HS-005053,LEAD-005053,high
HS-005054,LEAD-005054,high
HS-005055,LEAD-005055,high
HS-005056,LEAD-005056,high
HS-005057,LEAD-005057,high
HS-005058,LEAD-005058,high
HS-005059,LEAD-005059,high
HS-005060,,low
HS-005061,LEAD-005061,high
HS-005062,LEAD-005062,high
HS-005063,LEAD-005063,high
HS-005064,LEAD-005064,high
HS-005065,,low
HS-005066,LEAD-005066,high
HS-005067,LEAD-005067,high
HS-005068,LEAD-005068,high
HS-005069,LEAD-005069,high
HS-005070,LEAD-005070,high
HS-005071,LEAD-005071,high
HS-005072,LEAD-005072,high
HS-005073,LEAD-005073,high
HS-005074,LEAD-005074,high
HS-005075,,low
HS-005076,LEAD-005076,high
HS-005077,LEAD-005077,high
HS-005078,LEAD-005078,high
HS-005079,LEAD-005079,high
HS-005080,LEAD-005080,high
HS-005081,LEAD-005081,high
HS-005082,LEAD-005082,high
HS-005083,LEAD-005083,high
HS-005084,LEAD-005084,high
HS-005085,LEAD-005085,high
HS-005086,LEAD-005086,high
HS-005087,LEAD-005087,high
HS-005088,,low
HS-005089,LEAD-005089,high
HS-005090,,low
HS-005091,LEAD-005091,high
HS-005092,LEAD-005092,high
HS-005093,,low
HS-005094,LEAD-005094,high
HS-005095,LEAD-005095,high
HS-005096,LEAD-005096,high
HS-005097,LEAD-005097,high
HS-005098,LEAD-005098,high
HS-005099,,low
HS-005100,LEAD-005100,high
HS-005101,LEAD-005101,high
HS-005102,LEAD-005102,high
HS-005103,LEAD-005103,high
HS-005104,LEAD-005104,high
HS-005105,LEAD-005105,high
HS-005106,LEAD-005106,high
HS-005107,LEAD-005107,high
HS-005108,,low
HS-005109,,low
HS-005110,LEAD-005110,high
HS-005111,LEAD-005111,high
HS-005112,LEAD-005112,high
HS-005113,LEAD-005113,high
HS-005114,LEAD-005114,high
HS-005115,LEAD-005115,high
HS-005116,LEAD-005116,high
HS-005117,LEAD-005117,high
HS-005118,LEAD-005118,high
HS-005119,LEAD-005119,high
HS-005120,LEAD-005120,high
HS-005121,LEAD-005121,high
HS-005122,LEAD-005122,high
HS-005123,LEAD-005123,high
HS-005124,LEAD-005124,high
HS-005125,LEAD-005125,high
HS-005126,LEAD-005126,high
HS-005127,LEAD-005127,high
HS-005128,LEAD-005128,high
HS-005129,LEAD-005129,high
HS-005130,LEAD-005130,high
HS-005131,LEAD-005131,high
HS-005132,LEAD-005132,high
HS-005133,LEAD-005133,high
HS-005134,LEAD-005134,high
HS-005135,LEAD-005135,high
HS-005136,,low
HS-005137,LEAD-005137,high
HS-005138,LEAD-005138,high
HS-005139,LEAD-005139,high
HS-005140,LEAD-005140,high
HS-005141,LEAD-005141,high
HS-005142,LEAD-005142,high
HS-005143,LEAD-005143,high
HS-005144,LEAD-005144,high
HS-005145,LEAD-005145,high
HS-005146,LEAD-005146,high
HS-005147,LEAD-005147,high
HS-005148,LEAD-005148,high
HS-005149,LEAD-005149,high
HS-005150,LEAD-005150,high
HS-005151,LEAD-005151,high
HS-005152,LEAD-005152,high
HS-005153,LEAD-005153,high
HS-005154,LEAD-005154,high
HS-005155,LEAD-005155,high
HS-005156,LEAD-005156,high
HS-005157,LEAD-005157,high
HS-005158,LEAD-005158,high
HS-005159,LEAD-005159,high
HS-005160,LEAD-005160,high
HS-005161,LEAD-005161,high
HS-005162,LEAD-005162,high
HS-005163,LEAD-005163,high
HS-005164,LEAD-005164,high
HS-005165,LEAD-005165,high
HS-005166,LEAD-005166,high
HS-005167,LEAD-005167,high
HS-005168,,low
HS-005169,LEAD-005169,high
HS-005170,LEAD-005170,high
HS-005171,LEAD-005171,high
HS-005172,LEAD-005172,high
HS-005173,LEAD-005173,high
HS-005174,LEAD-005174,high
HS-005175,LEAD-005175,high
HS-005176,LEAD-005176,high
HS-005177,LEAD-005177,high
HS-005178,LEAD-005178,high
HS-005179,LEAD-005179,high
HS-005180,LEAD-005180,high
HS-005181,LEAD-005181,high
HS-005182,LEAD-005182,high
HS-005183,LEAD-005183,high
HS-005184,LEAD-005184,high
HS-005185,LEAD-005185,high
HS-005186,LEAD-005186,high
HS-005187,LEAD-005187,high
HS-005188,LEAD-005188,high
HS-005189,LEAD-005189,high
HS-005190,LEAD-005190,high
HS-005191,LEAD-005191,high
HS-005192,LEAD-005192,high
HS-005193,LEAD-005193,high
HS-005194,LEAD-005194,high
HS-005195,LEAD-005195,high
HS-005196,LEAD-005196,high
HS-005197,LEAD-005197,high
HS-005198,LEAD-005198,high
HS-005199,LEAD-005199,high
HS-005200,LEAD-005200,high
HS-005201,LEAD-005201,high
HS-005202,LEAD-005202,high
HS-005203,LEAD-005203,high
HS-005204,LEAD-005204,high
HS-005205,LEAD-005205,high
HS-005206,LEAD-005206,high
HS-005207,LEAD-005207,high
HS-005208,LEAD-005208,high
HS-005209,LEAD-005209,high
HS-005210,LEAD-005210,high
HS-005211,LEAD-005211,high
HS-005212,LEAD-005212,high
HS-005213,LEAD-005213,high
HS-005214,LEAD-005214,high
HS-005215,LEAD-005215,high
HS-005216,LEAD-005216,high
HS-005217,LEAD-005217,high
HS-005218,LEAD-005218,high
HS-005219,LEAD-005219,high
HS-005220,LEAD-005220,high
HS-005221,LEAD-005221,high
HS-005222,LEAD-005222,high
HS-005223,LEAD-005223,high
HS-005224,LEAD-005224,high
HS-005225,LEAD-005225,high
HS-005226,,low
HS-005227,LEAD-005227,high
HS-005228,LEAD-005228,high
HS-005229,LEAD-005229,high
HS-005230,LEAD-005230,high
HS-005231,LEAD-005231,high
HS-005232,LEAD-005232,high
HS-005233,LEAD-005233,high
HS-005234,LEAD-005234,high
HS-005235,LEAD-005235,high
HS-005236,LEAD-005236,high
HS-005237,LEAD-005237,high
HS-005238,,low
HS-005239,,low
HS-005240,LEAD-005240,high
HS-005241,LEAD-005241,high
HS-005242,LEAD-005242,high
HS-005243,LEAD-005243,high
HS-005244,LEAD-005244,high
HS-005245,LEAD-005245,high
HS-005246,LEAD-005246,high
HS-005247,LEAD-005247,high
HS-005248,LEAD-005248,high
HS-005249,LEAD-005249,high
HS-005250,,low
HS-005251,LEAD-005251,high
HS-005252,LEAD-005252,high
HS-005253,LEAD-005253,high
HS-005254,LEAD-005254,high
HS-005255,LEAD-005255,high
HS-005256,LEAD-005256,high
HS-005257,LEAD-005257,high
HS-005258,,low
HS-005259,LEAD-005259,high
HS-005260,LEAD-005260,high
HS-005261,LEAD-005261,high
HS-005262,LEAD-005262,high
HS-005263,LEAD-005263,high
HS-005264,LEAD-005264,high
HS-005265,LEAD-005265,high
HS-005266,LEAD-005266,high
HS-005267,LEAD-005267,high
HS-005268,LEAD-005268,high
HS-005269,LEAD-005269,high
HS-005270,LEAD-005270,high
HS-005271,LEAD-005271,high
HS-005272,LEAD-005272,high
HS-005273,LEAD-005273,high
HS-005274,LEAD-005274,high
HS-005275,LEAD-005275,high
HS-005276,,low
HS-005277,LEAD-005277,high
HS-005278,LEAD-005278,high
HS-005279,LEAD-005279,high
HS-005280,LEAD-005280,high
HS-005281,LEAD-005281,high
HS-005282,LEAD-005282,high
HS-005283,LEAD-005283,high
HS-005284,LEAD-005284,high
HS-005285,LEAD-005285,high
HS-005286,LEAD-005286,high
HS-005287,LEAD-005287,high
HS-005288,LEAD-005288,high
HS-005289,LEAD-005289,high
HS-005290,LEAD-005290,high
HS-005291,LEAD-005291,high
HS-005292,,low
HS-005293,LEAD-005293,high
HS-005294,LEAD-005294,high
HS-005295,LEAD-005295,high
HS-005296,LEAD-005296,high
HS-005297,LEAD-005297,high
HS-005298,LEAD-005298,high
HS-005299,LEAD-005299,high
HS-005300,LEAD-005300,high
HS-005301,LEAD-005301,high
HS-005302,LEAD-005302,high
HS-005303,LEAD-005303,high
HS-005304,LEAD-005304,high
HS-005305,LEAD-005305,high
HS-005306,,low
HS-005307,LEAD-005307,high
HS-005308,LEAD-005308,high
HS-005309,LEAD-005309,high
HS-005310,LEAD-005310,high
HS-005311,,low
HS-005312,LEAD-005312,high
HS-005313,LEAD-005313,high
HS-005314,LEAD-005314,high
HS-005315,LEAD-005315,high
HS-005316,LEAD-005316,high
HS-005317,LEAD-005317,high
HS-005318,LEAD-005318,high
HS-005319,LEAD-005319,high
HS-005320,LEAD-005320,high
HS-005321,LEAD-005321,high
HS-005322,LEAD-005322,high
HS-005323,LEAD-005323,high
HS-005324,,low
HS-005325,LEAD-005325,high
HS-005326,LEAD-005326,high
HS-005327,,low
HS-005328,LEAD-005328,high
HS-005329,LEAD-005329,high
HS-005330,LEAD-005330,high
HS-005331,LEAD-005331,high
HS-005332,LEAD-005332,high
HS-005333,LEAD-005333,high
HS-005334,LEAD-005334,high
HS-005335,LEAD-005335,high
HS-005336,LEAD-005336,high
HS-005337,LEAD-005337,high
HS-005338,,low
HS-005339,LEAD-005339,high
HS-005340,LEAD-005340,high
HS-005341,LEAD-005341,high
HS-005342,LEAD-005342,high
HS-005343,LEAD-005343,high
HS-005344,LEAD-005344,high
HS-005345,LEAD-005345,high
HS-005346,LEAD-005346,high
HS-005347,LEAD-005347,high
HS-005348,LEAD-005348,high
HS-005349,LEAD-005349,high
HS-005350,LEAD-005350,high
HS-005351,LEAD-005351,high
HS-005352,LEAD-005352,high
HS-005353,,low
HS-005354,LEAD-005354,high
HS-005355,LEAD-005355,high
HS-005356,LEAD-005356,high
HS-005357,LEAD-005357,high
HS-005358,LEAD-005358,high
HS-005359,LEAD-005359,high
HS-005360,LEAD-005360,high
HS-005361,LEAD-005361,high
HS-005362,LEAD-005362,high
HS-005363,LEAD-005363,high
HS-005364,LEAD-005364,high
HS-005365,LEAD-005365,high
HS-005366,LEAD-005366,high
HS-005367,LEAD-005367,high
HS-005368,LEAD-005368,high
HS-005369,LEAD-005369,high
HS-005370,LEAD-005370,high
HS-005371,LEAD-005371,high
HS-005372,LEAD-005372,high
HS-005373,LEAD-005373,high
HS-005374,LEAD-005374,high
HS-005375,,low
HS-005376,LEAD-005376,high
HS-005377,LEAD-005377,high
HS-005378,LEAD-005378,high
HS-005379,,low
HS-005380,LEAD-005380,high
HS-005381,LEAD-005381,high
HS-005382,LEAD-005382,high
HS-005383,LEAD-005383,high
HS-005384,,low
HS-005385,LEAD-005385,high
HS-005386,LEAD-005386,high
HS-005387,LEAD-005387,high
HS-005388,LEAD-005388,high
HS-005389,LEAD-005389,high
HS-005390,LEAD-005390,high
HS-005391,LEAD-005391,high
HS-005392,LEAD-005392,high
HS-005393,LEAD-005393,high
HS-005394,LEAD-005394,high
HS-005395,LEAD-005395,high
HS-005396,LEAD-005396,high
HS-005397,LEAD-005397,high
HS-005398,,low
HS-005399,LEAD-005399,high
HS-005400,LEAD-005400,high
HS-005401,LEAD-005401,high
HS-005402,LEAD-005402,high
HS-005403,LEAD-005403,high
HS-005404,LEAD-005404,high
HS-005405,LEAD-005405,high
HS-005406,LEAD-005406,high
HS-005407,LEAD-005407,high
HS-005408,LEAD-005408,high
HS-005409,LEAD-005409,high
HS-005410,LEAD-005410,high
HS-005411,LEAD-005411,high
HS-005412,LEAD-005412,high
HS-005413,LEAD-005413,high
HS-005414,LEAD-005414,high
HS-005415,LEAD-005415,high
HS-005416,LEAD-005416,high
HS-005417,,low
HS-005418,LEAD-005418,high
HS-005419,LEAD-005419,high
HS-005420,LEAD-005420,high
HS-005421,LEAD-005421,high
HS-005422,LEAD-005422,high
HS-005423,LEAD-005423,high
HS-005424,LEAD-005424,high
HS-005425,LEAD-005425,high
HS-005426,LEAD-005426,high
HS-005427,LEAD-005427,high
HS-005428,LEAD-005428,high
